,Unnamed: 0,xloc_synth,yloc_synth,str1_synth_1,str1_synth_2,str1_synth_3,str1_synth_4,dip1_synth_1,dip1_synth_2,dip1_synth_3,dip1_synth_4,rake1_synth_1,rake1_synth_2,rake1_synth_3,rake1_synth_4,str2_synth_1,str2_synth_2,str2_synth_3,str2_synth_4,dip2_synth_1,dip2_synth_2,dip2_synth_3,dip2_synth_4,rake2_synth_1,rake2_synth_2,rake2_synth_3,rake2_synth_4,SHmax_or,Aphi,orig_ID,xloc_orig,yloc_orig,str1_orig,dip1_orig,rake1_orig,group_id,fm_type_index
23,103,-102.323997266459,31.9363357778696,289.584838423,289.096642307342,275.702349798667,293.152904463009,80,81.8043664234932,86.3763071219204,82.8716427507383,-23.5498235319,-23.8009451157711,-48.1862339342671,-7.75533119098488,23.9129605717695,22.6970150298073,10.1348572538253,24.5876819073007,66.8290168757907,66.4568960281135,41.9416648897758,82.3049770086278,-169.112301789066,-171.054371912793,-174.573848816833,-172.806526466888,85.5845718383789,0.922502994537354,3,-102.321850868,31.9303029395,289.584838423,80,-23.5498235319,1,1
24,150,-102.282548318849,32.0064806133093,104.495649895,103.004064738272,260.111386318851,104.912349580679,80,83.6275019771072,84.3216797968053,79.6295710674538,-27.7804655665,-27.0928312387136,27.9469674634468,-16.6176141364182,199.722443003735,196.253989001727,167.04249795415,198.035954911809,62.6771345343711,63.0881245304767,62.2020841033509,73.6615176083136,-168.728742323427,-172.849749849508,173.577967095214,-169.18800874743,85.136344909668,0.933138310909271,5,-102.289224888,32.032305079,104.495649895,80,-27.7804655665,1,1
25,26,-102.112257340005,32.0814089661082,100.947375791,100.958676022374,100.620524515578,79.8717355962575,80,81.282630565029,81.2505535852156,69.20667387463,-28.497040855,-33.836116530397,-31.6880742213997,-22.8357827167264,196.332827669283,196.768570936731,196.074360870751,186.219608602617,61.9744696679772,56.6064377288249,58.7226234392935,68.7269038476574,-168.655052902141,-169.541156824868,-169.747825905042,-157.607103406676,82.3844985961914,0.954418480396271,1,-102.117984582,32.1110182389,100.947375791,80,-28.497040855,1,1
26,15,-102.120337383696,32.1231819901943,100.947375791,97.8913956063711,112.835723462065,99.7913455439725,80,78.4006715084715,80.5380478502857,78.0324472608315,-28.497040855,-28.1863226514506,-32.3056820367425,-28.3810927521549,196.332827669283,194.044216422996,208.924779119298,196.225354818864,61.9744696679772,62.4389132676316,58.1858845630246,62.2896089726162,-168.655052902141,-166.890977264214,-168.845396961629,-166.454312807926,82.2901458740234,0.956246674060822,1,-102.117984582,32.1110182389,100.947375791,80,-28.497040855,1,1
27,89,-102.323036669256,31.9336358469044,289.584838423,288.618858350049,312.625327674762,285.391451600894,80,77.8439173734192,66.5751825840677,72.6491273934848,-23.5498235319,-23.3889099610967,-14.909316610332,-22.8829301467623,23.9129605717695,23.8238815226844,48.7392086734829,22.8226860560141,66.8290168757907,67.1655864833621,76.3444269253854,68.2131066117603,-169.112301789066,-166.792306820541,-155.851067592766,-161.266732796965,85.6468353271484,0.922389030456543,3,-102.321850868,31.9303029395,289.584838423,80,-23.5498235319,1,1
28,76,-102.324623509301,31.9380959458519,289.584838423,289.226358455388,303.14926462402,291.758138768165,80,80.3483072024643,70.6420961108525,74.6268530814652,-23.5498235319,-25.1533394237843,-13.1822394712131,-33.3140763486851,23.9129605717695,23.7294163999978,37.6114183597189,32.8345025872994,66.8290168757907,65.2268976412424,77.5752824963663,58.023146418788,-169.112301789066,-169.359221255302,-160.158620209104,-161.788455073766,85.5437927246094,0.922576487064362,3,-102.321850868,31.9303029395,289.584838423,80,-23.5498235319,1,1
29,175,-102.173231408547,32.263681393258,74.2808517469,73.3875280363076,80.8428156863852,68.4993097676657,80,78.5809396376792,87.7991259822857,79.8356998569975,-120.696034009,-122.036185284534,-126.396040777336,-73.8954329600523,327.976496339694,325.573008863178,347.832309098119,197.030593452066,32.1321094640998,33.80529226915,36.4533375260537,18.9718018202099,-19.0555155918772,-20.8453633151453,-3.70580034872266,-147.12435567009,80.5487213134766,0.957781672477722,6,-102.166840662,32.2863880652,74.2808517469,80,-120.696034009,1,0
30,64,-102.304926508068,31.9787779744709,104.356178188,111.4631329096,111.30288321584,102.194373341587,80,76.5066270136436,88.2984799002861,83.2552518879302,-28.7689113979,-24.8039159056192,-36.5575260414808,-37.9664296550281,199.802366366221,207.655811410426,202.564379973474,197.554339215309,61.707924658671,65.9248671233271,53.4612048097725,52.3423526290433,-168.626390332332,-165.192987970641,-177.882072057146,-171.468583860824,85.2366485595703,0.928361177444458,2,-102.303926023,31.9748689328,104.356178188,80,-28.7689113979,1,1
31,60,-102.303250376465,31.9722290828489,104.356178188,107.706510900041,96.995129158386,94.2818723989651,80,70.0477848261497,69.131479326746,86.1780875554725,-28.7689113979,-26.4354747276615,-31.4599159730935,-4.92459411470186,199.802366366221,207.435136937651,199.33702585657,184.613695421938,61.707924658671,65.2620777411458,60.8127538384599,85.0863848987774,-168.626390332332,-157.93147829691,-155.918715240823,-176.163969043515,85.3330001831055,0.92803293466568,2,-102.303926023,31.9748689328,104.356178188,80,-28.7689113979,1,1
32,54,-102.301124819867,31.9639242219558,104.356178188,99.003596412203,95.614832353548,102.834175945584,80,82.7986411963186,85.3096801194957,81.3076324598086,-28.7689113979,-30.0906967859143,-43.8847623123024,-60.0644027099398,199.802366366221,193.158408259567,190.117892364725,210.014413933491,61.707924658671,60.1708549025335,46.2994965479597,31.0593559787971,-168.626390332332,-171.691593536442,-173.505694460848,-162.966663694485,85.4555587768555,0.927607238292694,2,-102.303926023,31.9748689328,104.356178188,80,-28.7689113979,1,1
33,114,-102.25291661128,32.0422641898688,100.926690763,101.823413588188,87.4715813908844,283.115440251447,80,80.8251310667831,89.4300179783852,77.2781571100924,-32.1296694621,-30.0589818419102,-35.3383537731758,13.4893287276315,197.150466271142,197.15314396642,177.882916850651,189.08602398597,58.4153722721479,60.3643360163708,54.6636564045544,76.847846594471,-168.238156740864,-169.429505312549,-179.301290643883,166.929477934039,84.6442108154297,0.939014434814453,4,-102.256903813,32.0629176151,100.926690763,80,-32.1296694621,1,1
34,55,-102.301010348381,31.9634769650978,104.356178188,105.733041267037,106.287279707903,291.192158730813,80,77.6812795012635,71.7547694439345,66.2244338176959,-28.7689113979,-28.4106788649959,-26.0232464496272,20.5125049487949,199.802366366221,202.319767981689,205.050515797182,184.273038902411,61.707924658671,62.3005487745299,65.3749409466646,71.2963735768775,-168.626390332332,-166.056520145982,-159.854385241109,154.809279187741,85.462532043457,0.927584052085876,2,-102.303926023,31.9748689328,104.356178188,80,-28.7689113979,1,1
