,Unnamed: 0,xloc_synth,yloc_synth,str1_synth_1,str1_synth_2,str1_synth_3,str1_synth_4,dip1_synth_1,dip1_synth_2,dip1_synth_3,dip1_synth_4,rake1_synth_1,rake1_synth_2,rake1_synth_3,rake1_synth_4,str2_synth_1,str2_synth_2,str2_synth_3,str2_synth_4,dip2_synth_1,dip2_synth_2,dip2_synth_3,dip2_synth_4,rake2_synth_1,rake2_synth_2,rake2_synth_3,rake2_synth_4,SHmax_or,Aphi,orig_ID,xloc_orig,yloc_orig,str1_orig,dip1_orig,rake1_orig,group_id,fm_type_index
0,6,-102.113654328652,32.0886312587891,100.947375791,98.2654216542577,102.68837321132,95.2292473422655,80,83.9328879583681,78.8001390150641,72.3047690721177,-28.497040855,-26.6261450511808,-29.7045916019023,0.021328059014863,196.332827669283,191.326917353875,199.023779329385,5.22206482037668,61.9744696679772,63.5346332884074,60.9160069525709,89.9796810400819,-168.655052902141,-173.219490888136,-167.158382131804,162.304767922621,82.3519897460938,0.954756319522858,1,-102.117984582,32.1110182389,100.947375791,80,-28.497040855,1,1
1,52,-102.304795219118,31.9782650093168,104.356178188,96.1250382105182,103.485637049633,262.887333271734,80,85.736845405966,81.1835825187947,87.1407645502493,-28.7689113979,-31.9598684925759,-25.8277155308005,3.30445068543812,199.802366366221,188.783401584701,197.766519087422,172.708341478781,61.707924658671,58.138984041169,64.4995020584643,86.6996675836497,-168.626390332332,-174.978778984062,-170.223123128557,177.136010623905,85.2444076538086,0.928335666656494,2,-102.303926023,31.9748689328,104.356178188,80,-28.7689113979,1,1
2,270,-102.333479918737,31.9764901372149,102.903284286,105.281895856363,87.7843701075442,105.635343252853,80,80.3543185499842,75.43249542586,56.2538956062152,-30.3148184441,-31.4183908979839,-36.9484246038406,-41.3438003034612,198.700775493912,201.133060845652,188.525387378766,224.658580159706,60.1928261945783,59.0751026094575,54.4247391993307,56.6828038291281,-168.455793869684,-168.736501584998,-161.986601978597,-138.334986369373,84.7709884643555,0.924669146537781,8,-102.332882049,31.9738803883,102.903284286,80,-30.3148184441,1,1
3,45,-102.302582236299,31.9696185613778,104.356178188,113.731895256872,97.5608570187784,104.838704106953,80,76.2598685425742,77.1330527470015,80.0320499572814,-28.7689113979,-26.9553158975515,-13.7071580612337,-26.6209356028462,199.802366366221,210.620035001067,190.672873673898,199.798037187952,61.707924658671,63.8754751975299,76.643491886223,63.8117521504601,-168.626390332332,-164.660100164961,-166.768942010155,-168.878013278947,85.370719909668,0.927899956703186,2,-102.303926023,31.9748689328,104.356178188,80,-28.7689113979,1,1
4,296,-102.190383776243,32.1117638877369,96.8829931717,98.1348570790218,260.206769489104,85.13007722836,80,80.2915649519701,88.0462050322548,87.5121415442405,-36.0825071605,-36.0688385971334,48.4429157937811,-45.684576960168,194.095166501798,195.165533979347,167.950694714181,178.716433722706,54.5493043161567,54.5265926041017,41.5946439433865,44.3707064721095,-167.692049210999,-168.049312560601,177.056176102602,-176.441178407856,82.6698150634766,0.949655175209045,9,-102.191224392,32.1187276926,96.8829931717,80,-36.0825071605,1,1
5,189,-102.179378177428,32.2418415873044,74.2808517469,74.1782712284974,73.9068137483195,67.3991910029992,80,79.8729722906893,81.9224332156766,81.7654018615897,-120.696034009,-119.277739528197,-112.035282362158,-148.129042400174,327.976496339694,326.503444632363,324.336239237379,331.990604422616,32.1321094640998,30.8324407088367,23.3997345700782,58.495593810149,-19.0555155918772,-20.0637583527376,-20.7205609336865,-9.67085904071351,80.7352600097656,0.956598877906799,6,-102.166840662,32.2863880652,74.2808517469,80,-120.696034009,1,0
6,191,-102.17250487848,32.2662627943147,74.2808517469,78.0037099657839,74.3447706165561,272.416039655239,80,82.8175898355174,80.4544541528331,70.3877313208681,-120.696034009,-121.189187949071,-112.979010780806,144.538440432537,327.976496339694,335.943136428236,322.482864051557,19.239902144513,32.1321094640998,31.9241039304214,24.7831602981079,56.8728274991952,-19.0555155918772,-13.6765492708742,-23.303680673727,23.628159733009,80.5199966430664,0.957913875579834,6,-102.166840662,32.2863880652,74.2808517469,80,-120.696034009,1,0
7,116,-102.25912856495,32.0744416741491,100.926690763,101.00420005447,274.400935109271,103.535383619985,80,78.1598957741005,75.6918900200004,86.7793215893965,-32.1296694621,-32.5545882349662,17.425359683017,-5.11864585782824,197.150466271142,198.466887585587,178.952077871495,193.883740044259,58.4153722721479,58.2203279022651,73.1316265141132,84.8894602986657,-168.238156740864,-166.032764252457,165.033896368421,-176.766453677512,83.9867172241211,0.940523207187653,4,-102.256903813,32.0629176151,100.926690763,80,-32.1296694621,1,1
8,90,-102.32217129023,31.9312035437256,289.584838423,290.319501524208,287.802021293888,301.793864862163,80,83.7223800790687,61.2696493339189,82.2507717804252,-23.5498235319,-18.8516863997477,-25.037425808575,-20.6979898896934,23.9129605717695,22.5233562058599,31.093784621664,34.7212372302191,66.8290168757907,71.2655761084104,68.2159424458866,69.4995772977831,-169.112301789066,-173.369634004022,-148.82496818005,-171.723272402101,85.7027969360352,0.922285616397858,3,-102.321850868,31.9303029395,289.584838423,80,-23.5498235319,1,1
9,250,-102.331809096861,31.9691968669431,102.903284286,113.146126166958,91.4670786610251,102.421537179956,80,83.5893792488263,87.8262066356009,80.6948169022379,-30.3148184441,-28.8430835790865,-47.9867033887833,-24.1811134171352,198.700775493912,206.668126845785,183.974328642197,196.664873952221,60.1928261945783,61.3540343605978,42.0590474736124,66.1569804404042,-168.455793869684,-172.690692112944,-176.754071582021,-169.817731789683,84.9052429199219,0.924286484718323,8,-102.332882049,31.9738803883,102.903284286,80,-30.3148184441,1,1
10,331,-102.366334976429,31.9676616029309,68.1985900253,72.6285657680581,59.817229055025,64.9961087679096,80,71.9424490506294,81.1499805687579,84.2481848043815,-146.715466302,-148.485537792069,-164.66148917336,-158.221557476068,331.695035930512,331.495007640759,327.316762083646,332.700568671778,57.2850605653905,60.200404453582,74.848510492914,68.3367629916504,-11.9107305335362,-20.9286951895554,-9.17144323330901,-6.19059042625521,84.1365737915039,0.919689953327179,10,-102.366260434,31.967847959,68.1985900253,80,-146.715466302,1,1
11,68,-102.306773579127,31.9859947515788,104.356178188,106.502251146627,97.4543004451534,110.257798628639,80,78.6660701920398,71.2518233886139,89.8207730162983,-28.7689113979,-25.7433700158916,-29.7591767229432,-55.9236097050516,199.802366366221,201.921289405238,197.869908216553,200.694753853671,61.707924658671,64.7942112355639,61.964463380427,34.0768046911027,-168.626390332332,-167.454870252571,-158.645411233269,-179.680124161832,85.1246566772461,0.928715467453003,2,-102.303926023,31.9748689328,104.356178188,80,-28.7689113979,1,1
12,225,-102.030194275523,31.9494235172856,96.2906709101999,94.2299374262667,80.2738325644092,281.502635453963,80,76.0734669187497,67.1092317195741,87.9776331744078,-38.434678295,-38.19954988943,-31.5631154624785,60.4071298649871,194.136788392824,194.960052756252,183.832780565875,187.833979686093,52.2528345316932,53.1140314149493,61.1697809334854,29.6556500232184,-167.314007040383,-162.48771722412,-153.640022987889,175.910020717698,83.1063003540039,0.950628161430359,7,-102.029119441,31.9396732329,96.2906709102,80,-38.434678295,1,1
13,132,-102.261407647202,32.0862471603489,100.926690763,101.747224296679,96.1035279060207,135.480218324237,80,77.6677857229815,76.081590554354,78.9191424483578,-32.1296694621,-30.0141404390621,-17.3956902264431,-38.6807261482229,197.150466271142,198.784914300336,190.801312908626,234.263041462385,58.4153722721479,60.7466924123771,73.1306052871491,52.169430600708,-168.238156740864,-165.830014142243,-165.442226365569,-165.916441261796,83.6532440185547,0.941034138202667,4,-102.256903813,32.0629176151,100.926690763,80,-32.1296694621,1,1
14,92,-102.323148523135,31.9339502323194,289.584838423,286.058440711503,327.379286107601,290.15059817049,80,78.8910431179675,82.3226181106713,89.3423995861854,-23.5498235319,-20.7616820478165,-13.1251738575543,-18.3797042555465,23.9129605717695,20.2364339240393,59.2204664879194,20.3736206996988,66.8290168757907,69.6447669105598,76.9945530815153,71.621549596538,-169.112301789066,-168.140729755525,-172.119230941034,-179.307054051331,85.6396102905273,0.922402322292328,3,-102.321850868,31.9303029395,289.584838423,80,-23.5498235319,1,1
15,136,-102.252931930771,32.0423435437595,100.926690763,101.109062005314,103.065884798664,107.304833210218,80,81.0693568030158,82.6048235515802,82.7178945884097,-32.1296694621,-32.5542642175418,-33.2469106578289,-41.8868992585881,197.150466271142,196.769966380805,197.965195655051,204.601935564704,58.4153722721479,57.888083070252,57.0649613163313,48.5262352289196,-168.238156740864,-169.439233784287,-171.178376865254,-170.260228922401,84.6429214477539,0.939018368721008,4,-102.256903813,32.0629176151,100.926690763,80,-32.1296694621,1,1
16,133,-102.261273777517,32.0855537247722,100.926690763,99.3272133937069,93.7118161131049,93.3584225718281,80,82.9750451445938,83.1137696247285,79.8111453934445,-32.1296694621,-32.1925645079231,-34.4805766873169,-37.819118881788,197.150466271142,193.731269789736,188.686283778885,192.650468738385,58.4153722721479,58.0778183547429,55.8028046757116,52.8789476852728,-168.238156740864,-171.715223250143,-171.664990747766,-167.182396698747,83.6742477416992,0.941004753112793,4,-102.256903813,32.0629176151,100.926690763,80,-32.1296694621,1,1
17,319,-102.367617195651,31.9644560549571,68.1985900253,69.0727331033581,69.2699497843422,65.1903093675413,80,79.851043165266,75.212873784288,74.6838657439523,-146.715466302,-156.18170957812,-149.218810796866,-153.492336236816,331.695035930512,334.573065993703,330.611103518026,325.810244574906,57.2850605653905,66.5768604251749,60.3426654651371,64.5028825096433,-11.9107305335362,-11.071421019797,-17.0798174503924,-17.0164575942185,84.1522827148438,0.919254660606384,10,-102.366260434,31.967847959,68.1985900253,80,-146.715466302,1,1
18,218,-102.029649971474,31.9444859020976,96.2906709101999,99.0387314926136,103.125630662745,100.623715247886,80,81.9649254477364,70.2144357758598,85.8436186052038,-38.434678295,-34.3699485393213,-42.0154258824569,-71.1388967410736,194.136788392824,194.500914456842,210.263040901016,203.361901818363,52.2528345316932,56.0138871925313,50.9633442934829,19.2973555957859,-167.314007040383,-170.29492279747,-154.164103668977,-167.330891237449,83.1595840454102,0.950258314609528,7,-102.029119441,31.9396732329,96.2906709102,80,-38.434678295,1,1
19,236,-102.029305689449,31.9413627723628,96.2906709101999,93.7831417176271,97.9743122076156,74.4129418278996,80,71.368458633882,79.4265187882963,82.7865179650367,-38.434678295,-34.8215531424954,-38.152980944959,-34.1649893941305,194.136788392824,196.680147368258,196.181314521783,169.721600847121,52.2528345316932,57.2416750746461,52.6073518418941,56.1422366537885,-167.314007040383,-157.672500281431,-166.64637356142,-171.30305827427,83.1930313110352,0.950022339820862,7,-102.029119441,31.9396732329,96.2906709102,80,-38.434678295,1,1
20,248,-102.334162456525,31.979469468903,102.903284286,102.627513104776,269.622951362224,123.884273520566,80,77.3581397946465,86.108915887667,61.0413456110472,-30.3148184441,-29.4235679727539,25.1853284300109,-42.1085324152864,198.700775493912,199.672724737145,177.790646180596,241.652800560554,60.1928261945783,61.3568805456177,64.8767643863927,54.0768642599935,-168.455793869684,-165.559530906249,175.70161526905,-143.280703650927,84.7170791625977,0.924823343753815,8,-102.332882049,31.9738803883,102.903284286,80,-30.3148184441,1,1
21,279,-102.332474918068,31.9721032294244,102.903284286,102.350206781438,105.876544280305,94.1879403574119,80,78.3863957629946,74.9284586103689,70.1851733719447,-30.3148184441,-27.7715445679353,-26.9613343746905,-33.9123734353405,198.700775493912,198.445595051015,203.416983158649,199.555800605025,60.1928261945783,62.8444263776672,64.0368250352411,58.3390699325876,-168.455793869684,-166.923611653622,-163.189116343047,-156.530939359916,84.8512191772461,0.924439966678619,8,-102.332882049,31.9738803883,102.903284286,80,-30.3148184441,1,1
22,37,-102.304396503294,31.9767071682063,104.356178188,104.720709371952,99.7190377928364,79.2461613193631,80,78.4739208242249,78.6076499102622,58.9643287194363,-28.7689113979,-29.8988854977465,-24.6920991210874,-70.9947371181764,199.802366366221,201.301613392608,194.992339359508,225.791331873981,61.707924658671,60.7633035921184,65.8258636471553,35.8905211267837,-168.626390332332,-166.762713812013,-167.495657776494,-118.423023559405,85.2676773071289,0.928258061408997,2,-102.303926023,31.9748689328,104.356178188,80,-28.7689113979,1,1
